,Unnamed: 0,Unnamed: 0.1,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
13046,13046,13046,72412,7,20,2,1,0,1,33,5.0,7,0,0,52,0
31290,31290,31290,57061,7,28,2,1,2,1,30,4.0,7,1,0,47,0
594,594,594,73393,1,11,0,0,0,2,46,3.0,3,0,0,59,0
30699,30699,30699,2067,5,23,0,1,2,1,34,4.0,7,0,0,74,0
27555,27555,27555,67383,7,2,0,1,2,1,32,5.0,7,0,0,48,0
22784,22784,22784,5883,0,25,0,1,0,1,30,3.0,1,0,0,90,0
53862,53862,53862,31452,2,6,0,1,0,1,27,1.0,4,0,0,44,0
5899,5899,5899,66245,1,23,0,1,2,1,29,3.0,2,0,0,58,0
34711,34711,34711,33373,4,28,2,1,0,1,34,3.0,10,1,0,64,0
27113,27113,27113,31767,4,14,0,1,2,1,42,1.0,14,1,0,93,1
38093,38093,38093,11298,8,11,2,1,1,1,49,3.0,8,0,0,81,0
49156,49156,49156,17897,0,14,0,1,0,2,25,3.0,2,0,0,82,0
8145,8145,8145,33423,5,5,0,1,0,1,36,3.0,3,0,0,65,0
46891,46891,46891,57956,1,31,0,1,2,3,25,3.0,1,0,0,60,0
24169,24169,24169,56002,4,14,2,1,0,1,51,1.0,5,0,0,59,0
3937,3937,3937,31610,3,24,0,1,2,2,34,3.0,3,0,0,57,0
36347,36347,36347,54452,7,25,0,1,2,1,32,5.0,6,1,0,50,0
43921,43921,43921,22451,7,13,0,1,0,1,32,4.0,7,0,0,50,0
40308,40308,40308,28789,7,19,0,1,0,1,33,1.0,9,0,0,45,0
39871,39871,39871,47743,5,11,2,0,0,3,37,4.0,4,1,0,69,0
4495,4495,4495,48378,4,11,0,1,2,1,40,5.0,11,1,0,60,1
516,516,516,633,7,8,0,0,2,1,26,3.0,2,0,0,49,0
44045,44045,44045,47203,7,14,2,1,0,2,31,1.0,5,0,0,51,0
28660,28660,28660,56062,7,7,0,1,2,1,28,5.0,2,1,0,50,0
14851,14851,14851,2759,1,14,0,1,2,1,26,1.0,3,0,0,58,0
36933,36933,36933,8361,8,1,2,1,0,1,45,1.0,14,0,0,82,0
4527,4527,4527,29764,7,11,0,1,2,1,53,4.0,14,0,0,48,0
27753,27753,27753,46951,7,31,0,0,0,1,36,1.0,3,0,0,51,0
33866,33866,33866,5061,5,12,0,1,0,2,37,3.0,5,0,0,70,0
53075,53075,53075,4421,0,4,2,1,2,1,38,3.0,4,0,0,83,0
21560,21560,21560,76525,7,2,0,1,0,1,30,2.0,5,0,0,47,0
42351,42351,42351,54887,5,24,0,1,0,1,36,3.0,6,0,0,71,0
42456,42456,42456,14428,7,17,2,1,0,1,33,5.0,5,1,0,48,0
40342,40342,40342,3645,8,31,2,0,0,1,36,3.0,5,0,0,77,0
50025,50025,50025,39754,3,14,0,1,0,1,30,3.0,1,1,1,60,1
43170,43170,43170,9702,3,11,0,1,2,1,33,2.0,3,0,0,57,0
11337,11337,11337,24794,5,4,0,0,0,2,52,5.0,19,0,0,73,0
44371,44371,44371,24811,5,11,0,1,2,2,30,3.0,7,0,0,68,0
40118,40118,40118,52119,7,6,0,1,0,1,30,1.0,6,1,0,46,0
45429,45429,45429,35005,4,5,0,1,2,1,34,3.0,3,0,0,60,0
23152,23152,23152,29846,7,7,0,1,0,1,28,5.0,5,1,0,48,0
44571,44571,44571,28983,1,11,2,1,0,2,34,3.0,8,0,0,64,0
9399,9399,9399,44118,8,11,1,0,2,1,24,3.0,1,1,0,82,0
49749,49749,49749,8155,0,24,0,1,0,1,33,5.0,3,1,0,78,0
39298,39298,39298,44682,5,11,2,1,2,1,40,2.0,6,0,0,69,0
34483,34483,34483,53775,7,21,0,1,0,1,29,2.0,8,1,0,51,0
39935,39935,39935,18007,2,11,0,1,2,1,36,4.0,7,0,0,49,0
42530,42530,42530,3018,7,14,0,1,2,1,26,3.0,1,0,0,50,0
31087,31087,31087,45403,7,11,0,1,0,2,26,4.0,3,1,0,49,1
45056,45056,45056,73801,6,18,2,1,1,1,29,3.0,2,0,0,89,0
36073,36073,36073,18572,7,17,0,1,2,1,34,1.0,5,1,0,48,0
52402,52402,52402,1854,7,7,0,1,0,3,32,3.0,5,0,0,49,0
2737,2737,2737,33452,4,2,0,1,0,1,29,2.0,6,0,0,61,0
16241,16241,16241,8111,0,15,2,1,0,1,40,3.0,8,1,0,84,0
19287,19287,19287,59837,5,11,2,1,2,1,33,5.0,2,1,0,68,1
11287,11287,11287,66003,5,6,2,1,2,1,46,4.0,5,1,0,70,0
28538,28538,28538,1037,5,18,0,1,2,2,28,5.0,1,0,0,71,0
52140,52140,52140,53903,7,31,0,1,0,2,29,2.0,8,0,0,50,0
30867,30867,30867,11389,0,12,0,1,2,2,30,3.0,4,0,0,86,0
24624,24624,24624,65181,2,11,0,0,1,2,31,3.0,10,0,0,50,0
6301,6301,6301,37029,0,11,2,1,0,2,31,5.0,5,1,0,86,0
51770,51770,51770,42221,4,11,0,1,0,1,31,3.0,7,1,0,59,1
53368,53368,53368,15212,7,23,2,1,0,1,48,3.0,5,0,0,48,0
44684,44684,44684,46753,7,32,0,1,0,1,28,3.0,1,1,0,51,0
9359,9359,9359,58002,4,10,0,1,2,1,46,5.0,8,1,0,62,0
14413,14413,14413,53104,8,23,2,0,2,1,40,4.0,11,1,0,80,0
35163,35163,35163,60215,0,4,0,1,0,2,29,4.0,3,0,0,84,0
35286,35286,35286,61326,4,20,2,1,2,2,30,5.0,3,1,0,62,0
52148,52148,52148,47984,7,14,0,1,0,1,27,2.0,2,0,0,49,0
41704,41704,41704,54084,8,32,0,0,0,1,27,3.0,1,0,0,77,0
25404,25404,25404,14042,7,4,0,1,0,1,39,4.0,4,1,0,49,1
618,618,618,9072,7,5,2,1,0,1,33,4.0,3,1,0,94,1
410,410,410,43828,7,23,0,1,0,1,29,5.0,4,1,0,45,0
49862,49862,49862,78017,7,6,2,1,2,1,30,3.0,5,0,0,50,0
32062,32062,32062,74047,5,11,0,1,0,1,33,2.0,3,1,0,69,0
6638,6638,6638,19684,4,11,0,1,2,3,32,3.0,1,1,0,62,0
10831,10831,10831,63502,7,17,0,1,0,1,28,5.0,4,1,0,49,1
7482,7482,7482,27795,7,25,0,1,2,1,29,2.0,9,0,0,65,1
749,749,749,1159,5,11,2,0,0,1,37,3.0,3,0,0,72,0
53879,53879,53879,54347,5,11,0,0,2,1,33,3.0,8,1,0,72,0
14339,14339,14339,66946,8,7,2,1,0,1,52,3.0,15,0,0,82,0
10206,10206,10206,59429,7,7,0,1,2,2,29,3.0,1,0,0,52,0
30869,30869,30869,13655,6,31,0,1,0,3,29,4.0,3,1,0,80,0
42362,42362,42362,32845,1,30,0,1,2,1,29,5.0,6,1,0,60,0
42476,42476,42476,54573,0,14,0,1,0,1,39,3.0,5,0,0,84,0
24718,24718,24718,62188,2,14,0,0,0,1,29,4.0,2,1,0,44,0
2463,2463,2463,56972,6,11,2,0,2,1,36,3.0,7,0,0,90,0
49526,49526,49526,48426,8,31,0,1,1,1,28,4.0,4,1,0,77,0
34520,34520,34520,70447,4,25,0,1,0,1,33,5.0,7,1,0,57,0
4696,4696,4696,18451,5,19,0,0,2,1,35,3.0,4,0,0,68,0
19782,19782,19782,34863,6,18,0,1,0,1,26,5.0,2,1,0,88,0
23115,23115,23115,61590,5,31,2,1,0,1,42,5.0,8,1,0,65,0
3802,3802,3802,35261,7,25,0,1,0,2,37,2.0,3,1,0,51,0
25626,25626,25626,23178,2,17,2,0,0,1,33,4.0,5,1,0,48,1
13231,13231,13231,3289,2,18,0,1,2,1,29,3.0,5,0,0,53,0
17882,17882,17882,27912,7,6,0,0,0,1,45,1.0,4,0,0,52,0
36842,36842,36842,9234,5,29,0,1,2,2,37,3.0,8,0,0,72,0
42010,42010,42010,70773,4,6,2,1,0,1,32,5.0,7,1,0,60,0
16382,16382,16382,2983,4,17,2,1,0,1,34,5.0,2,1,0,60,0
20433,20433,20433,69073,4,6,2,1,2,1,44,5.0,7,1,0,58,0
32408,32408,32408,407,8,11,0,0,0,1,59,3.0,16,1,0,80,0
26825,26825,26825,37041,7,11,0,1,0,1,28,3.0,2,0,1,48,0
37818,37818,37818,53834,4,18,0,1,0,1,33,1.0,6,1,0,61,0
20951,20951,20951,63551,8,7,0,1,2,2,32,4.0,3,1,0,81,1
28806,28806,28806,62178,5,32,2,0,0,1,37,2.0,7,0,0,66,0
9889,9889,9889,35213,4,6,0,1,2,2,46,5.0,5,1,0,57,0
45013,45013,45013,9983,7,4,2,0,2,1,32,5.0,3,0,0,54,0
51783,51783,51783,34741,4,6,0,1,2,1,36,3.0,7,0,0,70,1
17076,17076,17076,53632,7,1,0,1,0,1,27,3.0,1,0,0,51,0
44005,44005,44005,50754,5,21,2,1,0,1,48,1.0,3,0,0,68,0
8039,8039,8039,47184,2,14,0,1,2,1,27,3.0,1,0,0,50,0
17715,17715,17715,73373,0,24,0,1,2,1,26,4.0,1,1,0,90,0
40741,40741,40741,36380,7,24,0,1,0,2,24,3.0,1,0,0,47,0
22836,22836,22836,41953,8,29,2,1,0,1,49,3.0,21,0,0,79,0
52960,52960,52960,22241,7,31,0,1,0,2,31,2.0,8,0,0,48,0
12171,12171,12171,37947,7,1,0,1,2,1,30,5.0,3,1,0,46,0
22397,22397,22397,46511,8,31,0,1,0,2,29,3.0,1,1,0,81,0
1171,1171,1171,34543,4,10,0,1,0,1,27,4.0,2,0,0,60,0
17058,17058,17058,36877,1,14,2,1,0,2,33,4.0,7,0,0,58,0
19099,19099,19099,17861,7,7,0,1,2,1,33,5.0,3,1,0,49,0
22583,22583,22583,77286,3,12,0,1,2,1,33,4.0,5,1,0,55,0
26342,26342,26342,28906,8,18,2,1,0,1,51,4.0,8,0,0,81,0
51362,51362,51362,56811,0,19,0,0,0,1,31,5.0,5,1,0,88,0
2796,2796,2796,60337,8,31,0,1,2,3,30,3.0,6,0,0,82,0
35009,35009,35009,9487,7,11,0,1,0,1,26,5.0,4,0,0,50,0
39452,39452,39452,44152,7,14,0,1,0,2,32,2.0,5,0,0,49,0
15332,15332,15332,11474,5,8,0,0,0,1,36,4.0,8,0,0,70,0
40487,40487,40487,7032,7,14,0,1,2,1,40,1.0,4,0,0,55,0
30447,30447,30447,51147,5,6,0,1,0,4,29,3.0,6,0,0,72,0
44591,44591,44591,38465,5,8,2,0,1,1,39,3.0,7,1,0,72,1
41845,41845,41845,1049,1,20,0,1,0,1,28,1.0,3,1,0,56,0
45689,45689,45689,15419,1,11,0,0,0,1,30,1.0,5,0,0,55,0
15793,15793,15793,9107,5,19,0,1,0,1,34,2.0,3,1,0,71,0
46455,46455,46455,76277,8,11,0,0,2,1,50,4.0,5,1,0,77,0
40597,40597,40597,12877,8,15,0,0,0,2,33,1.0,4,1,0,77,0
50841,50841,50841,36177,8,1,2,1,2,2,32,3.0,6,0,0,83,0
10718,10718,10718,40876,7,15,0,1,0,1,27,3.0,1,0,0,50,0
3973,3973,3973,22831,4,10,0,1,2,1,35,5.0,9,1,0,57,1
18156,18156,18156,28712,1,11,0,1,2,2,47,5.0,15,0,0,61,0
7229,7229,7229,3257,4,2,0,1,2,1,42,3.0,2,0,0,60,0
24361,24361,24361,15606,7,19,0,1,0,1,28,3.0,1,0,0,48,0
41098,41098,41098,41640,5,4,2,1,0,1,36,5.0,3,0,0,69,0
1338,1338,1338,33291,8,28,0,1,2,1,40,4.0,8,1,0,82,0
30919,30919,30919,21070,7,11,0,0,2,4,30,3.0,1,0,0,48,0
33680,33680,33680,68975,4,24,0,1,0,1,31,5.0,6,0,0,59,0
45552,45552,45552,26501,4,31,0,0,0,1,36,3.0,2,0,0,60,0
8291,8291,8291,48008,1,11,0,1,2,2,37,3.0,5,1,0,62,0
30522,30522,30522,63182,8,14,2,1,2,2,38,4.0,3,0,0,79,0
29275,29275,29275,54183,4,10,0,0,2,1,36,3.0,7,0,0,61,0
1960,1960,1960,63389,3,14,0,1,0,1,31,3.0,1,0,0,57,0
2898,2898,2898,48614,7,26,0,0,2,1,31,2.0,5,0,0,49,0
41175,41175,41175,76947,7,11,0,1,0,1,28,4.0,3,1,0,46,0
24573,24573,24573,54081,5,8,0,0,0,1,32,1.0,6,0,0,67,0
20966,20966,20966,19428,0,17,0,1,2,1,31,5.0,7,1,1,84,0
2410,2410,2410,62776,8,0,2,0,0,2,32,1.0,6,0,0,83,0
46691,46691,46691,41278,5,4,0,1,0,1,32,2.0,6,0,0,71,0
25438,25438,25438,56476,4,5,0,0,0,1,28,1.0,3,1,0,62,0
50787,50787,50787,52269,7,31,0,1,2,1,32,3.0,2,0,0,45,0
53157,53157,53157,9838,8,11,0,1,0,2,28,3.0,1,1,0,82,0
37843,37843,37843,46576,1,20,0,1,0,1,25,3.0,2,1,0,63,1
3557,3557,3557,49377,0,31,0,0,2,2,31,2.0,5,0,0,86,0
35149,35149,35149,77352,7,11,0,0,0,2,31,2.0,2,0,0,54,0
19667,19667,19667,39677,0,17,0,1,0,2,27,1.0,4,0,0,86,0
53515,53515,53515,61439,1,31,2,0,2,1,35,4.0,9,0,0,60,0
33356,33356,33356,27009,2,11,2,1,2,2,58,3.0,12,0,0,48,0
1302,1302,1302,11908,7,31,2,0,0,1,33,2.0,4,1,0,51,0
24713,24713,24713,60078,7,3,0,0,2,1,26,5.0,2,1,0,94,1
26361,26361,26361,74152,7,18,0,1,0,1,39,1.0,3,1,0,50,0
27290,27290,27290,38569,4,13,2,1,2,1,33,4.0,4,0,0,61,0
34534,34534,34534,1082,4,18,0,1,2,1,27,3.0,1,0,0,62,0
48343,48343,48343,47753,5,22,2,1,0,1,56,1.0,24,0,0,71,0
48640,48640,48640,72510,7,5,0,1,0,1,25,2.0,2,0,0,44,0
28342,28342,28342,55781,7,14,0,1,2,3,34,2.0,10,0,0,48,0
31672,31672,31672,61886,7,13,0,1,0,1,44,4.0,12,0,0,51,0
44923,44923,44923,65715,7,11,0,1,2,3,31,1.0,7,0,0,49,0
51806,51806,51806,77689,6,18,0,1,2,3,30,1.0,3,0,0,84,0
25294,25294,25294,67234,4,28,2,0,2,1,44,5.0,9,0,0,63,0
50484,50484,50484,74746,7,14,0,1,2,4,31,3.0,3,0,0,49,0
37498,37498,37498,24581,7,6,0,0,2,1,29,3.0,7,1,0,56,1
22911,22911,22911,20448,8,31,2,1,0,1,38,4.0,3,0,0,78,0
33510,33510,33510,72801,2,25,0,1,2,1,31,2.0,2,0,0,49,0
9350,9350,9350,4833,7,23,0,1,0,1,45,3.0,11,0,0,50,0
14630,14630,14630,73733,0,14,0,1,2,1,33,4.0,4,0,0,88,0
12719,12719,12719,28215,8,4,2,1,2,1,39,2.0,9,0,0,78,0
43714,43714,43714,77282,2,3,0,0,0,2,27,3.0,4,0,0,53,0
13834,13834,13834,23174,7,5,0,0,0,1,34,3.0,4,0,0,43,0
50744,50744,50744,71663,7,11,2,1,0,1,46,3.0,18,0,0,46,0
38723,38723,38723,44759,3,19,0,1,0,1,27,5.0,2,0,1,66,1
6997,6997,6997,39635,2,23,0,1,2,1,35,3.0,3,0,0,51,0
49519,49519,49519,36032,7,28,2,1,0,1,35,4.0,7,1,1,50,1
9947,9947,9947,66835,4,6,0,1,0,1,46,4.0,20,0,0,55,0
18401,18401,18401,382,7,7,2,1,2,1,45,1.0,14,0,0,45,0
25297,25297,25297,22701,3,12,0,1,2,1,31,5.0,2,1,0,54,0
36540,36540,36540,9032,7,15,0,1,0,1,31,3.0,1,0,0,53,0
33027,33027,33027,74698,5,14,2,1,2,2,42,5.0,8,1,0,68,1
53227,53227,53227,54394,8,10,0,1,2,2,33,1.0,6,0,0,83,0
4318,4318,4318,58993,4,14,0,1,0,1,27,5.0,5,0,0,60,0
48938,48938,48938,30252,5,11,0,1,2,1,28,3.0,1,0,0,69,0
17407,17407,17407,17435,4,12,0,1,2,2,31,3.0,3,0,0,55,0
3076,3076,3076,4560,4,6,2,1,0,1,36,1.0,4,1,0,58,0
37894,37894,37894,61442,2,28,2,1,2,1,37,3.0,8,0,0,46,0
48387,48387,48387,47210,4,14,2,0,2,1,31,4.0,4,1,0,58,0
20682,20682,20682,58063,7,11,2,1,0,1,33,5.0,7,0,0,47,0
48322,48322,48322,60144,0,14,0,1,2,1,39,5.0,9,1,0,81,0
13365,13365,13365,13167,4,24,2,1,0,1,40,5.0,7,1,0,55,0
32714,32714,32714,57900,5,18,0,0,0,1,30,3.0,6,0,0,70,0
51891,51891,51891,54425,7,11,0,1,0,4,26,3.0,2,0,0,48,0
19218,19218,19218,13475,7,14,0,0,0,1,27,3.0,4,0,0,53,0
27021,27021,27021,62791,4,11,2,0,0,2,52,3.0,3,0,1,98,1
23081,23081,23081,58607,1,11,2,1,2,3,34,4.0,5,0,0,54,0
17156,17156,17156,66966,6,14,0,1,2,1,28,5.0,3,1,0,85,0
10188,10188,10188,1488,4,14,2,1,0,1,49,5.0,18,1,0,62,1
48201,48201,48201,46481,1,2,0,1,0,1,30,5.0,6,0,0,57,0
4864,4864,4864,66462,1,11,0,1,0,1,53,3.0,3,0,0,58,0
22728,22728,22728,73987,0,4,0,1,0,1,33,5.0,8,1,0,87,0
51759,51759,51759,24974,2,24,0,0,0,1,34,5.0,7,1,0,50,0
35736,35736,35736,54754,4,5,0,0,0,1,29,3.0,8,0,0,59,0
30484,30484,30484,63930,4,28,0,1,0,2,31,4.0,7,0,0,58,0
48341,48341,48341,59721,4,29,0,1,2,1,32,3.0,2,1,0,59,0
26597,26597,26597,58950,8,11,0,0,0,1,36,1.0,3,0,0,78,0
43565,43565,43565,69737,7,28,0,1,0,1,34,4.0,3,1,1,46,0
14052,14052,14052,62655,7,30,0,1,2,1,28,5.0,2,0,0,49,0
6975,6975,6975,46817,5,18,0,1,2,2,53,3.0,17,0,0,73,0
3942,3942,3942,39356,7,28,0,1,0,1,52,3.0,4,0,0,50,0
15778,15778,15778,77554,4,11,0,0,2,2,32,2.0,4,0,0,60,0
21320,21320,21320,34820,6,14,2,1,0,1,34,5.0,2,1,0,84,0
54359,54359,54359,4940,5,11,0,0,0,1,31,1.0,8,0,0,71,0
38913,38913,38913,6228,7,23,0,1,2,1,39,4.0,3,0,0,52,0
21347,21347,21347,25172,7,14,2,1,2,1,33,3.0,6,1,0,50,0
11507,11507,11507,52982,0,31,0,1,0,1,34,5.0,6,0,0,85,0
54528,54528,54528,71306,0,3,0,1,2,1,27,3.0,6,0,0,81,0
23518,23518,23518,48872,4,2,0,1,0,1,26,5.0,4,0,0,58,0
20499,20499,20499,46221,4,11,0,1,2,1,34,4.0,7,0,0,58,0
21206,21206,21206,72665,8,14,0,0,0,1,27,3.0,1,1,0,79,0
28280,28280,28280,31140,0,25,0,1,0,1,31,4.0,2,0,0,82,0
47376,47376,47376,17179,7,23,0,1,0,1,23,3.0,2,0,0,53,0
44064,44064,44064,62611,3,31,2,1,0,1,44,5.0,6,1,0,60,0
2243,2243,2243,27779,5,31,2,1,0,1,50,4.0,14,1,0,67,0
46098,46098,46098,22176,0,24,0,0,0,1,34,2.0,5,0,0,83,0
40847,40847,40847,41990,5,11,2,1,2,2,31,2.0,7,1,0,78,0
36763,36763,36763,76696,8,11,0,1,0,1,27,2.0,1,0,0,76,0
37854,37854,37854,40998,4,21,0,1,0,1,45,3.0,6,0,0,59,0
29399,29399,29399,25947,4,21,0,1,0,1,28,3.0,5,0,0,64,0
50962,50962,50962,53926,7,8,0,1,0,2,33,4.0,7,0,0,63,1
31392,31392,31392,40470,0,14,2,1,0,2,37,3.0,3,1,0,88,0
25703,25703,25703,17605,7,6,0,1,2,1,30,5.0,5,1,0,47,0
17570,17570,17570,66439,7,24,0,1,0,1,49,4.0,4,1,0,43,0
42521,42521,42521,42422,0,27,0,1,0,2,29,3.0,6,1,0,84,0
29430,29430,29430,32683,4,19,0,1,0,1,40,4.0,5,1,0,61,0
39522,39522,39522,63669,8,14,2,1,2,1,51,1.0,4,0,0,78,0
5240,5240,5240,46301,8,11,0,1,0,1,55,2.0,2,0,0,80,0
24592,24592,24592,42380,4,14,0,1,0,1,37,4.0,4,1,0,61,0
26894,26894,26894,67069,4,11,2,0,0,1,60,2.0,10,0,0,59,0
38694,38694,38694,22936,3,7,0,1,0,2,28,3.0,1,0,0,58,0
45863,45863,45863,57727,7,5,0,1,2,2,27,2.0,3,0,0,48,0
40031,40031,40031,75180,6,14,0,1,0,1,27,3.0,1,0,0,86,0
43502,43502,43502,2056,8,11,0,0,0,1,29,1.0,4,0,1,82,1
29232,29232,29232,56675,5,6,2,0,2,1,38,4.0,7,0,0,68,0
42197,42197,42197,65094,0,18,0,1,2,1,34,4.0,7,1,0,87,0
2914,2914,2914,28086,8,11,2,0,0,1,59,1.0,18,0,0,82,0
17887,17887,17887,21168,4,14,0,1,0,1,57,5.0,27,1,0,57,0
4863,4863,4863,24242,4,32,0,0,0,1,29,4.0,2,0,0,60,0
24561,24561,24561,6801,7,11,0,1,0,1,21,3.0,1,0,0,49,0
15353,15353,15353,27842,7,11,0,1,2,1,25,3.0,1,1,0,46,0
24828,24828,24828,57241,4,27,0,1,0,1,31,1.0,8,0,0,59,0
17660,17660,17660,69886,7,11,0,1,2,1,58,1.0,10,0,0,49,0
13999,13999,13999,69726,4,18,2,0,2,1,35,4.0,8,1,0,59,0
53971,53971,53971,12248,7,11,0,1,2,1,27,3.0,1,0,0,53,0
33146,33146,33146,48011,4,15,0,0,0,1,35,4.0,9,0,0,62,0
7036,7036,7036,74639,4,30,0,1,2,1,27,2.0,5,0,0,58,0
9341,9341,9341,56407,7,20,0,0,2,1,28,2.0,3,0,0,50,0
20117,20117,20117,30656,8,14,0,1,1,2,28,3.0,2,0,0,79,0
40744,40744,40744,31647,4,6,0,1,2,1,39,3.0,9,0,0,56,0
32066,32066,32066,16722,7,1,2,1,2,3,36,3.0,3,0,0,48,0
13513,13513,13513,63548,7,11,0,0,0,1,33,3.0,5,0,0,46,0
4537,4537,4537,26066,7,10,0,1,2,1,32,3.0,5,0,0,50,0
33522,33522,33522,46209,4,25,0,1,2,1,31,4.0,4,1,0,63,0
26730,26730,26730,48701,2,20,0,1,0,1,28,4.0,6,0,0,51,0
32631,32631,32631,71850,7,6,0,1,0,2,33,5.0,7,0,0,49,0
29684,29684,29684,69399,4,4,2,1,0,1,36,4.0,7,0,0,60,0
29426,29426,29426,16572,6,14,0,1,2,2,37,3.0,4,0,0,84,0
53249,53249,53249,64015,5,4,0,1,2,1,39,1.0,7,0,0,73,0
17258,17258,17258,15552,8,3,0,0,0,1,26,4.0,2,1,0,78,0
40795,40795,40795,36881,8,26,0,1,0,1,36,3.0,8,0,0,83,0
24832,24832,24832,34284,4,24,0,1,0,1,39,5.0,5,1,0,64,0
46794,46794,46794,53355,7,2,0,0,2,1,33,4.0,8,0,0,56,0
18658,18658,18658,3028,8,31,2,0,2,2,38,5.0,3,1,0,77,1
25739,25739,25739,1607,7,8,0,1,0,1,27,1.0,5,1,0,53,0
25950,25950,25950,15481,8,31,0,1,2,1,41,3.0,3,1,0,88,0
39654,39654,39654,57095,7,14,2,1,2,1,33,4.0,5,0,0,44,0
20677,20677,20677,11906,7,6,0,0,0,1,34,3.0,7,0,0,46,0
39503,39503,39503,34572,5,14,2,1,0,3,43,4.0,10,1,0,71,0
22919,22919,22919,52018,4,2,2,0,0,1,46,3.0,16,0,0,62,0
18979,18979,18979,28565,2,6,0,0,2,1,34,4.0,6,0,0,54,0
10124,10124,10124,27800,0,20,2,1,2,2,38,4.0,3,1,0,83,0
7083,7083,7083,8684,8,18,0,1,2,1,25,4.0,2,1,0,84,0
13396,13396,13396,56170,1,33,0,1,2,1,33,3.0,3,0,0,62,0
35331,35331,35331,17146,5,8,2,0,0,1,53,2.0,19,0,0,64,0
30203,30203,30203,10277,8,28,2,0,2,1,38,3.0,9,0,0,78,0
27301,27301,27301,39654,4,21,0,1,0,1,38,5.0,9,0,0,62,0
44527,44527,44527,48539,7,4,0,1,0,1,42,5.0,12,1,0,49,0
3580,3580,3580,72815,1,5,0,1,0,1,31,3.0,4,0,0,61,0
25002,25002,25002,30212,0,14,0,1,2,1,27,1.0,2,0,0,81,0
2539,2539,2539,68972,7,6,0,1,2,1,32,1.0,4,0,0,49,0
53158,53158,53158,61666,4,6,0,1,2,1,34,3.0,5,1,0,57,0
15825,15825,15825,17952,4,15,0,1,2,1,30,5.0,4,0,0,57,0
24323,24323,24323,28920,5,18,0,1,2,1,35,3.0,5,0,0,70,0
10275,10275,10275,25363,7,18,0,1,0,1,38,1.0,8,0,0,50,0
3182,3182,3182,46198,7,21,2,1,2,1,32,1.0,7,0,0,47,0
9180,9180,9180,61019,5,1,0,1,2,1,31,4.0,4,1,0,74,0
24437,24437,24437,59583,0,15,0,1,2,2,33,3.0,8,0,0,80,0
29570,29570,29570,60047,7,25,0,1,0,3,26,1.0,2,0,0,51,0
28006,28006,28006,12718,0,11,0,1,2,1,26,5.0,3,0,0,87,0
24322,24322,24322,61660,5,31,0,0,0,1,33,1.0,7,1,0,69,0
10337,10337,10337,50132,4,14,0,1,2,2,27,3.0,1,1,0,63,0
16945,16945,16945,21201,8,11,2,1,0,1,50,2.0,19,0,0,86,0
2906,2906,2906,39629,7,2,0,0,0,1,35,5.0,9,0,0,48,0
53697,53697,53697,32695,7,4,2,1,0,2,37,1.0,7,0,0,50,0
42311,42311,42311,49797,0,14,0,0,2,1,27,5.0,2,0,0,81,0
45054,45054,45054,22103,0,11,2,1,0,1,39,2.0,3,1,0,85,0
3833,3833,3833,46520,8,15,2,1,0,3,34,2.0,7,0,0,79,0
38092,38092,38092,39554,1,14,2,1,0,2,35,1.0,5,1,0,62,0
48886,48886,48886,46988,7,28,2,1,0,1,39,4.0,10,0,0,52,0
47105,47105,47105,16187,7,0,2,1,0,1,40,2.0,7,0,0,50,0
33576,33576,33576,66204,2,11,2,0,0,2,50,4.0,15,1,0,60,1
13822,13822,13822,56909,7,25,0,1,0,3,29,1.0,5,0,0,50,0
26593,26593,26593,72056,8,28,2,0,0,1,31,3.0,7,0,0,75,0
26134,26134,26134,49099,4,24,0,0,0,1,37,4.0,3,0,0,63,0
36616,36616,36616,34307,5,11,2,1,2,1,55,5.0,3,1,0,66,0
48068,48068,48068,70573,5,11,0,0,1,1,31,3.0,6,0,0,64,0
20438,20438,20438,15645,0,21,0,0,0,1,32,1.0,6,1,0,89,0
44938,44938,44938,38287,7,29,0,1,2,1,38,4.0,3,1,0,47,0
53433,53433,53433,21090,8,31,1,0,0,1,26,5.0,2,1,0,76,0
24817,24817,24817,27218,7,11,2,1,2,1,34,5.0,9,1,0,54,0
33236,33236,33236,8280,6,11,2,1,2,1,38,5.0,9,1,0,87,0
41376,41376,41376,67849,7,14,0,1,0,2,27,4.0,3,0,0,52,0
9662,9662,9662,15402,5,2,0,0,0,1,31,3.0,3,1,0,69,0
53445,53445,53445,56991,7,11,0,0,0,4,35,3.0,8,0,0,54,0
26727,26727,26727,66968,7,25,0,1,2,1,30,3.0,4,1,0,51,1
14450,14450,14450,78039,7,11,0,1,2,1,35,4.0,9,1,0,62,1
21545,21545,21545,20794,4,11,0,1,0,1,32,5.0,6,0,0,67,1
44809,44809,44809,14773,8,19,0,1,2,2,30,3.0,1,0,0,78,0
4475,4475,4475,30191,8,11,2,0,0,1,58,3.0,17,1,0,80,0
5068,5068,5068,18241,5,4,2,1,2,1,38,2.0,9,0,0,69,0
33465,33465,33465,32657,3,31,0,1,0,1,26,5.0,2,1,1,60,0
23273,23273,23273,45346,7,30,0,0,0,1,32,5.0,9,0,0,45,0
15271,15271,15271,69075,5,11,0,1,0,3,40,3.0,4,1,0,68,1
49631,49631,49631,58219,0,14,0,1,1,3,27,5.0,3,0,0,86,0
